Stock,Model,RMSE_Basic,RMSE_WithIndicators,RMSE_Diff,Improved_%,Improved
ADS,Linear,4.336153878478293,4.320872577580981,0.015281300897312278,0.3524160194857987,True
ADS,Ridge,4.352252965983164,4.321406739619941,0.030846226363222762,0.7087415783116061,True
ADS,Lasso,4.521875413276833,4.521862876894856,1.25363819769575e-05,0.0002772385532814328,True
ADS,RandomForest,5.158787751897153,7.03354554497419,-1.8747577930770376,-36.341053038818906,False
ADS,GradientBoosting,4.896754951757305,5.661275828166878,-0.7645208764095734,-15.612806520677717,False
ADSK,Linear,1.9388161834498179,1.9270156657413495,0.01180051770846835,0.6086455131332351,True
ADSK,Ridge,1.9742562522780258,1.943354344135784,0.03090190814224192,1.5652430177989953,True
ADSK,Lasso,6.5252249071581865,6.5252249071581865,0.0,0.0,False
ADSK,RandomForest,32.37191672338055,33.04539576595625,-0.6734790425756998,-2.0804422806675547,False
ADSK,GradientBoosting,32.522432810223414,34.25678027068047,-1.7343474604570588,-5.332772829687782,False
AEE,Linear,0.5693307252117039,0.5745123323197343,-0.005181607108030395,-0.9101225137820605,False
AEE,Ridge,0.5719908204186812,0.5714854591338188,0.0005053612848624489,0.08835129285685715,True
AEE,Lasso,4.10394602696712,4.10394602696712,0.0,0.0,False
AEE,RandomForest,6.027565025467515,6.107801990903547,-0.08023696543603176,-1.331167147878398,False
AEE,GradientBoosting,6.119547695660167,6.624367767009523,-0.5048200713493562,-8.249303648819705,False
AEP,Linear,0.6506487536007364,0.6558077402153862,-0.005158986614649863,-0.7928988699509013,False
AEP,Ridge,0.6651943359625788,0.6683788595506743,-0.0031845235880955114,-0.4787358243944308,False
AEP,Lasso,2.7543262449334605,2.7543262449334605,0.0,0.0,False
AEP,RandomForest,4.242360442959992,4.271309879244311,-0.028949436284318786,-0.6823898316409933,False
AEP,GradientBoosting,4.336864627832545,5.451309228105913,-1.1144446002733677,-25.69701145664624,False
AES,Linear,0.18626584120148743,0.19092339884471843,-0.004657557643231003,-2.500489415121923,False
AES,Ridge,0.18899851046848895,0.19237295407791533,-0.0033744436094263752,-1.785433970385171,False
AES,Lasso,0.9404476616703317,0.9404476616703317,0.0,0.0,False
AES,RandomForest,0.21974251872225728,0.229235644864148,-0.009493126141890712,-4.320113466019524,False
AES,GradientBoosting,0.2049134801317826,0.22920472939664752,-0.024291249264864923,-11.854393009792668,False
AET,Linear,2.001522505416824,1.9841390376336827,0.01738346778314126,0.8685122318682643,True
AET,Ridge,1.9798006011830989,2.015947783455301,-0.03614718227220193,-1.8257991360645571,False
AET,Lasso,3.689575352307775,3.664659098065115,0.024916254242659974,0.6753149580499888,True
AET,RandomForest,26.24476939165935,26.347800688201808,-0.1030312965424578,-0.39257840297579977,False
AET,GradientBoosting,26.165942152452757,28.055444805911748,-1.8895026534589903,-7.221229193468468,False
AFL,Linear,0.9673647623964104,1.0790467373365416,-0.1116819749401311,-11.544970344326604,False
AFL,Ridge,0.9697207630283301,1.0800074107033226,-0.11028664767499252,-11.373031482854877,False
AFL,Lasso,6.449070305940211,6.449070305940211,0.0,0.0,False
AFL,RandomForest,10.956520421732344,11.417353302801065,-0.4608328810687201,-4.206014896432397,False
AFL,GradientBoosting,11.029125986704209,11.839876446486583,-0.8107504597823745,-7.3509946369254235,False
AGN,Linear,4.453713034198432,5.167247614170981,-0.7135345799725492,-16.021117088002267,False
AGN,Ridge,4.605980558570535,5.268604018605397,-0.6626234600348617,-14.386154079653926,False
AGN,Lasso,4.489278276496259,4.652524358609425,-0.16324608211316605,-3.6363547113540595,False
AGN,RandomForest,5.227108752968843,8.277555980659281,-3.050447227690438,-58.35821238572613,False
AGN,GradientBoosting,5.4168996981193995,11.175539912905853,-5.758640214786453,-106.30878428089959,False
AIG,Linear,0.7428072082038771,0.7348584315919849,0.007948776611892194,1.0700995526298804,True
AIG,Ridge,0.7468762785294509,0.7387615530847494,0.008114725444701487,1.086488576217581,True
AIG,Lasso,1.778447122264444,1.778447122264444,0.0,0.0,False
AIG,RandomForest,1.0736266154097696,1.2829510867294085,-0.20932447131963894,-19.49695250799519,False
AIG,GradientBoosting,1.0938726828596594,1.4999898755381984,-0.40611719267853896,-37.126550378499815,False
AIV,Linear,0.5226963160950646,0.5312029190812948,-0.008506602986230183,-1.6274465161302298,False
AIV,Ridge,0.5330794144533365,0.54549859305608,-0.012419178602743441,-2.3297051557466517,False
AIV,Lasso,2.1811432021820307,2.1811432021820307,0.0,0.0,False
AIV,RandomForest,2.875077981562216,3.913769169689363,-1.0386911881271468,-36.12740923161877,False
AIV,GradientBoosting,2.8456149575823284,4.640557408307262,-1.7949424507249336,-63.077488608997896,False
AIZ,Linear,1.3669386176318237,1.4021501883378449,-0.03521157070602121,-2.5759438099001186,False
AIZ,Ridge,1.3734807227704027,1.4087253580899994,-0.03524463531959676,-2.566081542703124,False
AIZ,Lasso,3.8227834077587324,3.8227834077587324,0.0,0.0,False
AIZ,RandomForest,11.044684647173616,11.694064690744838,-0.649380043571222,-5.879570710399606,False
AIZ,GradientBoosting,10.997776525165788,12.68142367208995,-1.6836471469241623,-15.308977619899235,False
AJG,Linear,0.6612551802508575,0.6380561156439122,0.02319906460694532,3.5083376735354106,True
AJG,Ridge,0.6663248262311501,0.6427060476414862,0.02361877858966388,3.5446343374680827,True
AJG,Lasso,4.755818192247849,4.755818192247849,0.0,0.0,False
AJG,RandomForest,8.585266210099102,8.997231467883138,-0.41196525778403625,-4.7985146610763145,False
AJG,GradientBoosting,8.507384779721976,9.18986129084331,-0.6824765111213349,-8.022165786459684,False
AKAM,Linear,1.2708402415324374,1.277745599632447,-0.006905358100009584,-0.5433694869217225,False
AKAM,Ridge,1.2724986007303665,1.2801450334410567,-0.00764643271069021,-0.6008991056101315,False
AKAM,Lasso,1.4678272745970498,1.4678272745970498,0.0,0.0,False
AKAM,RandomForest,1.511761538107566,1.7251518595009385,-0.21339032139337255,-14.115342665781544,False
AKAM,GradientBoosting,1.5101416329872586,1.5065904495423463,0.0035511834449122315,0.23515565476382,True
ALB,Linear,1.9951345662289217,1.9988633903857569,-0.0037288241568351754,-0.18689587258683835,False
ALB,Ridge,2.086924288880606,2.0797677557727305,0.00715653310787534,0.3429225078267691,True
ALB,Lasso,8.178041730964395,8.178041730964395,0.0,0.0,False
ALB,RandomForest,37.280623307137986,37.19981388479113,0.08080942234685295,0.21675984781987448,True
ALB,GradientBoosting,37.4528840825943,39.924927504733155,-2.472043422138853,-6.600408707343583,False
ALGN,Linear,3.8182338102720856,3.804271539482333,0.013962270789752651,0.36567354131615387,True
ALGN,Ridge,3.861772695537179,3.832393989116909,0.029378706420270184,0.7607570081538306,True
ALGN,Lasso,16.24298048355641,16.24298048355641,0.0,0.0,False
ALGN,RandomForest,86.15504976107815,86.35359260589246,-0.1985428448143125,-0.23044829683797274,False
ALGN,GradientBoosting,85.86619994369326,88.13482311702023,-2.268623173326972,-2.6420444538300534,False
ALK,Linear,1.5050394303507661,1.507802968527735,-0.0027635381769688383,-0.18361898839585652,False
ALK,Ridge,1.5630965881010255,1.5640512676072331,-0.0009546795062076452,-0.06107616851543807,False
ALK,Lasso,2.1057553041119736,2.1057553041119736,0.0,0.0,False
ALK,RandomForest,5.127782183953259,5.542415819239362,-0.4146336352861031,-8.086022775765441,False
ALK,GradientBoosting,4.965913537240647,6.295284514100196,-1.3293709768595487,-26.76991789909869,False
ALL,Linear,0.8209946295446771,0.8324116498781596,-0.011417020333482575,-1.3906327669663863,False
ALL,Ridge,0.8322162968181237,0.8410705820583351,-0.008854285240211368,-1.063940381132241,False
ALL,Lasso,3.8346689110759047,3.8346689110759047,0.0,0.0,False
ALL,RandomForest,15.251321745769134,15.437425500667333,-0.1861037548981983,-1.2202467300896416,False
ALL,GradientBoosting,15.66528349484659,16.059976976953866,-0.3946934821072752,-2.5195425428280154,False
ALLE,Linear,0.9481994157365268,0.9479824153978377,0.00021700033868909951,0.022885517021811446,True
ALLE,Ridge,0.9615554620375839,0.9547590567445674,0.006796405293016505,0.7068136536414222,True
ALLE,Lasso,3.31191623056234,3.31191623056234,0.0,0.0,False
ALLE,RandomForest,7.7610014473598765,7.87334551585443,-0.11234406849455336,-1.447546031997847,False
ALLE,GradientBoosting,7.899278644752419,8.268657147902282,-0.3693785031498624,-4.676104233837159,False
ALXN,Linear,3.2586543515079005,3.3096891792538004,-0.05103482774589985,-1.566131974760813,False
ALXN,Ridge,3.282816577494818,3.2865452450107777,-0.0037286675159595717,-0.11358135393616756,False
ALXN,Lasso,3.730199455588691,3.730199455588691,0.0,0.0,False
ALXN,RandomForest,3.786698761567489,7.812948199722262,-4.026249438154773,-106.32610861520241,False
ALXN,GradientBoosting,4.003184346134551,7.821776280635482,-3.8185919345009305,-95.38886057516032,False
AMAT,Linear,0.7684921289264935,0.7637438659951795,0.004748262931314029,0.6178674774388224,True
AMAT,Ridge,0.7693944113685418,0.7617587397520811,0.007635671616460726,0.9924261865743161,True
AMAT,Lasso,7.89388413477599,7.89388413477599,0.0,0.0,False
AMAT,RandomForest,16.86489272880081,17.248582816473554,-0.3836900876727434,-2.2750816968880057,False
AMAT,GradientBoosting,16.925020774261366,17.63826657041163,-0.7132457961502645,-4.214150196110419,False
AMD,Linear,0.41553529039658305,0.4449795539126306,-0.029444263516047564,-7.085863510640993,False
AMD,Ridge,0.4153035419694367,0.4518360721306126,-0.03653253016117591,-8.796585260971465,False
AMD,Lasso,7.648843438141157,7.648843438141157,0.0,0.0,False
AMD,RandomForest,6.725732682410974,6.630757625967962,0.09497505644301185,1.4121146487339449,True
AMD,GradientBoosting,6.710699623192116,6.7824892753474595,-0.07178965215534383,-1.0697789528120059,False
AME,Linear,0.7464913007477083,0.7443571295528335,0.002134171194874801,0.28589364574471937,True
AME,Ridge,0.7460683411978334,0.7434925297421823,0.0025758114556511114,0.3452514084052373,True
AME,Lasso,3.6266940532951653,3.6266940532951653,0.0,0.0,False
AME,RandomForest,7.490502668055677,7.7745199296687,-0.2840172616130232,-3.7916982904799643,False
AME,GradientBoosting,7.957394331780576,8.141230897552514,-0.18383656577193808,-2.3102608480482596,False
AMG,Linear,2.7468017070797575,2.810704294425657,-0.0639025873458996,-2.3264361304710697,False
AMG,Ridge,2.759616315786302,2.815098820929845,-0.055482505143543026,-2.010515187425043,False
AMG,Lasso,3.281125029979546,3.281125029979546,0.0,0.0,False
AMG,RandomForest,3.5350490806080166,3.2778913113978607,0.2571577692101559,7.274517647317237,True
AMG,GradientBoosting,3.385643738494869,3.4823195151776907,-0.09667577668282146,-2.855462185333177,False
AMGN,Linear,2.309670884280413,2.3292818907112456,-0.019611006430832578,-0.8490822897887663,False
AMGN,Ridge,2.3358075138923273,2.351603181443141,-0.01579566755081352,-0.6762401206806652,False
AMGN,Lasso,2.906689269388845,2.906689269388845,0.0,0.0,False
AMGN,RandomForest,5.161898550881681,6.172751514140286,-1.0108529632586052,-19.5829684232354,False
AMGN,GradientBoosting,5.239179525049512,10.254069552756143,-5.01489002770663,-95.7189957650714,False
AMP,Linear,1.9982116641003314,1.990336474355882,0.00787518974444934,0.3941118894426553,True
AMP,Ridge,2.066353550886431,2.040060921347008,0.026292629539423018,1.2724167908315556,True
AMP,Lasso,2.911834221553894,2.911834221553894,0.0,0.0,False
AMP,RandomForest,12.864897530954698,14.081269855642836,-1.2163723246881375,-9.454970953024537,False
AMP,GradientBoosting,13.08718750283917,13.620801525142157,-0.5336140223029879,-4.077377375293388,False
AMT,Linear,1.4841494560021062,1.8451568588828509,-0.3610074028807446,-24.32419467060953,False
AMT,Ridge,1.494118159601404,1.8147936100585438,-0.32067545045713985,-21.462522786195745,False
AMT,Lasso,4.446984841352023,4.446984841352023,0.0,0.0,False
AMT,RandomForest,24.38615513720647,25.406481405483078,-1.0203262682766088,-4.184039109633464,False
AMT,GradientBoosting,24.220569607119398,26.618675470664467,-2.3981058635450694,-9.901112576808144,False
AMZN,Linear,13.803766099201425,13.730581085479223,0.07318501372220254,0.5301814968194545,True
AMZN,Ridge,14.343412872253403,14.256454354504482,0.08695851774892027,0.6062609960641729,True
AMZN,Lasso,16.046317532923357,16.145590035179026,-0.09927250225566908,-0.6186622074004501,False
AMZN,RandomForest,287.45678338048606,297.4680020364253,-10.011218655939217,-3.482686523590602,False
AMZN,GradientBoosting,282.6538487268094,307.147675487546,-24.493826760736624,-8.66566185851246,False
ANDV,Linear,1.5469246929745961,1.5372014876780384,0.00972320529655768,0.6285506554207779,True
ANDV,Ridge,1.5731599450594624,1.5603325394255174,0.012827405633945022,0.8153910652397249,True
ANDV,Lasso,1.9102014752692944,1.9102014752692944,0.0,0.0,False
ANDV,RandomForest,2.0368619135660326,2.403045102350686,-0.36618318878465317,-17.97781117835124,False
ANDV,GradientBoosting,1.9986050664171726,3.2248147911370983,-1.2262097247199257,-61.353278110022394,False
ANSS,Linear,1.679391943625602,1.7017090771917096,-0.02231713356610765,-1.3288817807430757,False
ANSS,Ridge,1.6818229780734673,1.708982533977641,-0.027159555904173738,-1.6148879078394494,False
ANSS,Lasso,6.652228454807512,6.652228454807512,0.0,0.0,False
ANSS,RandomForest,26.750044862020584,27.251278432261024,-0.5012335702404407,-1.873767213572365,False
ANSS,GradientBoosting,26.29073559759739,29.600873643447247,-3.3101380458498575,-12.59051133644339,False
ANTM,Linear,2.461217335999117,2.4605816914672123,0.0006356445319046777,0.025826428353457113,True
ANTM,Ridge,2.599645470620335,2.5824304014881867,0.01721506913214821,0.6622083405873147,True
ANTM,Lasso,3.68891821284281,3.68891821284281,0.0,0.0,False
ANTM,RandomForest,26.319974254587684,26.353240104570943,-0.03326584998325899,-0.1263901311661071,False
ANTM,GradientBoosting,26.043293216527893,26.25333221985062,-0.21003900332272707,-0.8064993991982156,False
AON,Linear,1.2339254396192922,1.2313507038909084,0.002574735728383848,0.20866218052674568,True
AON,Ridge,1.258815370517325,1.260977880604471,-0.0021625100871458525,-0.17178929792199338,False
AON,Lasso,4.243116791433199,4.243116791433199,0.0,0.0,False
AON,RandomForest,23.915422550726763,24.280886044186904,-0.3654634934601404,-1.5281498484292277,False
AON,GradientBoosting,24.252503802767237,26.598049086654104,-2.3455452838868673,-9.67135312280309,False
AOS,Linear,0.6586103915850183,0.6685642781046457,-0.009953886519627364,-1.5113467152670097,False
AOS,Ridge,0.6768725062634147,0.6748330625498588,0.0020394437135559107,0.3013039670963134,True
AOS,Lasso,4.374565624381102,4.374565624381102,0.0,0.0,False
AOS,RandomForest,13.453956480211556,13.990765097761761,-0.5368086175502054,-3.989968440434292,False
AOS,GradientBoosting,13.611361718648196,14.559198474005765,-0.9478367553575691,-6.963570397655283,False
APA,Linear,1.266779393159684,1.2564740628864681,0.010305330273215896,0.8135063081119174,True
APA,Ridge,1.2846514523561878,1.259188321835957,0.02546313052023086,1.9821042099418298,True
APA,Lasso,1.6366647243795172,1.6366647243795172,0.0,0.0,False
APA,RandomForest,1.547917527977122,2.545562064199626,-0.9976445362225039,-64.45075517209654,False
APA,GradientBoosting,1.6011072223484928,2.0918342891661674,-0.49072706681767464,-30.649231979472283,False
APC,Linear,1.182612408093266,1.1771318639135318,0.005480544179734315,0.46342691335114883,True
APC,Ridge,1.1925524947985837,1.186016024912766,0.006536469885817686,0.5481075184804896,True
APC,Lasso,1.8593165629646993,1.8593165629646993,0.0,0.0,False
APC,RandomForest,1.9853067832481583,3.504885264643046,-1.5195784813948876,-76.54124260376055,False
APC,GradientBoosting,1.9508659269796857,4.55306416894328,-2.602198241963594,-133.3868312515097,False
APD,Linear,1.5755681700378474,1.6038786769456415,-0.02831050690779402,-1.7968443032911714,False
APD,Ridge,1.5688161942867638,1.602283087029719,-0.033466892742955334,-2.133257730563554,False
APD,Lasso,2.2189380637000613,2.2189380637000613,0.0,0.0,False
APD,RandomForest,3.718061021091539,5.248253588402881,-1.5301925673113423,-41.15566040016504,False
APD,GradientBoosting,3.8268835583262892,5.281592360367962,-1.4547088020416727,-38.01288384844138,False
APH,Linear,0.655685222173948,0.6394487194613386,0.016236502712609346,2.476264854464256,True
APH,Ridge,0.668435179413572,0.6422958600893908,0.02613931932418123,3.91052418083585,True
APH,Lasso,4.2838204776513376,4.2838204776513376,0.0,0.0,False
APH,RandomForest,16.072039478823704,17.128502135446517,-1.0564626566228128,-6.573295554772581,False
APH,GradientBoosting,15.986839508959216,17.79322627631472,-1.8063867673555034,-11.299211243993428,False
ARE,Linear,1.3854760296080082,1.385928854653003,-0.00045282504499488674,-0.03268371558351711,False
ARE,Ridge,1.4139222938767704,1.4192640213678869,-0.005341727491116499,-0.3777949830941738,False
ARE,Lasso,3.509955971335979,3.509955971335979,0.0,0.0,False
ARE,RandomForest,15.418950189531142,16.195572716039173,-0.7766225265080315,-5.036805469644279,False
ARE,GradientBoosting,15.201461500896327,17.82464281895077,-2.623181318054444,-17.256112630353158,False
ARNC,Linear,0.7983731631515768,0.8012598447427789,-0.0028866815912020893,-0.3615704691033098,False
ARNC,Ridge,0.8035694087641271,0.8127248851407827,-0.009155476376655591,-1.1393510351192342,False
ARNC,Lasso,1.3176300597451565,1.3176300597451565,0.0,0.0,False
ARNC,RandomForest,1.1312463262158798,1.1042463131022917,0.02700001311358813,2.3867492417770397,True
ARNC,GradientBoosting,1.1052158771824965,1.4030883599990263,-0.2978724828165298,-26.951520419331093,False
ATVI,Linear,0.9818778258452391,0.9833135559072284,-0.001435730061989271,-0.14622288274545137,False
ATVI,Ridge,0.9919817537663512,1.0058184993766452,-0.013836745610294021,-1.3948588830146056,False
ATVI,Lasso,4.919258235553156,4.919258235553156,0.0,0.0,False
ATVI,RandomForest,16.2548207037148,16.340733839616266,-0.08591313590146754,-0.5285394251185641,False
ATVI,GradientBoosting,16.209675640181153,17.195258643840845,-0.9855830036596913,-6.080214222279631,False
AVB,Linear,1.921029556784926,1.904102546880681,0.016927009904245116,0.881142606289437,True
AVB,Ridge,1.945331635290425,1.9277135416348645,0.01761809365556055,0.9056601628200164,True
AVB,Lasso,2.356454641942235,2.356454641942235,0.0,0.0,False
AVB,RandomForest,2.518953990411839,3.8082649233686117,-1.2893109329567727,-51.184378034073404,False
AVB,GradientBoosting,2.504408752186477,6.764407586557606,-4.25999883437113,-170.0999819079826,False
AVGO,Linear,3.5974805185764502,3.595880538066514,0.0015999805099360387,0.04447502916761208,True
AVGO,Ridge,3.736240353766577,3.67616880914539,0.06007154462118702,1.6078072857552572,True
AVGO,Lasso,5.441853164666888,5.441853164666888,0.0,0.0,False
AVGO,RandomForest,67.59951304284466,67.578712630804,0.02080041204065708,0.030770061949224027,True
AVGO,GradientBoosting,68.24208045684347,71.03181705256718,-2.78973659572371,-4.088000507968026,False
AVY,Linear,1.0574683233419082,1.0693438098765915,-0.011875486534683288,-1.1230110890842846,False
AVY,Ridge,1.0671854533324479,1.0846666442770587,-0.01748119094461087,-1.638064957690644,False
AVY,Lasso,5.0511354639815895,5.0511354639815895,0.0,0.0,False
AVY,RandomForest,19.95516342629471,20.001317882188694,-0.04615445589398348,-0.23129079380610953,False
AVY,GradientBoosting,19.961085347230313,19.96233259300455,-0.0012472457742376264,-0.006248386560857459,False
AWK,Linear,0.8704753277199972,0.8862460071239374,-0.01577067940394017,-1.8117319241256047,False
AWK,Ridge,0.8937380594565423,0.9289244536596698,-0.035186394203127525,-3.936991809940757,False
AWK,Lasso,4.079088012388708,4.079088012388708,0.0,0.0,False
AWK,RandomForest,11.236746693753119,11.741987546269657,-0.5052408525165379,-4.49632679534743,False
AWK,GradientBoosting,11.127036989325362,11.518710706982437,-0.3916737176570759,-3.5200181147310388,False
AXP,Linear,0.8716319668356688,0.8663925653163321,0.005239401519336662,0.6011024972337277,True
AXP,Ridge,0.8932093023433785,0.8860006215630304,0.007208680780348087,0.8070539302978327,True
AXP,Lasso,1.5870529878311452,1.5870529878311452,0.0,0.0,False
AXP,RandomForest,1.7817530193148459,2.243620847098324,-0.461867827783478,-25.922101591896524,False
AXP,GradientBoosting,1.7316282761840773,2.7540570646412688,-1.0224287884571914,-59.044357413144034,False
AYI,Linear,4.856173704125415,4.983714320126371,-0.1275406160009558,-2.6263602533947155,False
AYI,Ridge,4.954453444508712,5.083379727219945,-0.12892628271123296,-2.602230178469614,False
AYI,Lasso,5.133951004352015,5.133951004352015,0.0,0.0,False
AYI,RandomForest,13.342436484165649,14.754777036907308,-1.412340552741659,-10.585327158332564,False
AYI,GradientBoosting,13.453436783220164,16.510788716813614,-3.0573519335934503,-22.725434272726066,False
AZO,Linear,10.389052084876177,11.765353106439628,-1.3763010215634512,-13.247609217081472,False
AZO,Ridge,10.690269275432016,12.713406509421286,-2.023137233989271,-18.925035299520196,False
AZO,Lasso,10.561655137065577,10.676632428056479,-0.11497729099090215,-1.0886294761452242,False
AZO,RandomForest,11.56562822912796,15.560085301698452,-3.9944570725704924,-34.53731170876199,False
AZO,GradientBoosting,11.618394522345428,21.54397552251818,-9.925581000172754,-85.42988431906905,False
BA,Linear,3.4752059165524023,3.499933736220454,-0.024727819668051598,-0.7115497689006863,False
BA,Ridge,3.5294584791439654,3.50641380613931,0.02304467300465518,0.6529237598580402,True
BA,Lasso,8.98418649875286,8.98418649875286,0.0,0.0,False
BA,RandomForest,68.7617457960329,69.76849046736174,-1.0067446713288462,-1.4641057461152023,False
BA,GradientBoosting,68.80122301414922,70.67234438423748,-1.871121370088261,-2.7196048095009275,False
BAC,Linear,0.38729189002935355,0.4088337790919299,-0.02154188906257637,-5.562184393002309,False
BAC,Ridge,0.3950302696988272,0.42012634975979163,-0.02509608006096442,-6.352951149818919,False
BAC,Lasso,5.907126047891735,5.907126047891735,0.0,0.0,False
BAC,RandomForest,6.126993631356707,6.234132547183222,-0.10713891582651502,-1.748637623486335,False
BAC,GradientBoosting,6.141418948586834,6.664209654687698,-0.5227907061008645,-8.512539373676189,False
BAX,Linear,0.6086599066251627,0.791109451440405,-0.18244954481524234,-29.975614103920616,False
BAX,Ridge,0.6287759917456947,0.7902167877480748,-0.16144079600238015,-25.67540715957776,False
BAX,Lasso,0.9706887696899966,0.9706887696899966,0.0,0.0,False
BAX,RandomForest,5.489581036537256,5.005488969463283,0.48409206707397345,8.818379104925853,True
